invoice_and_item_number,date,store_number,store_name,address,city,zip_code,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-09474400049,2017-12-27,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,52,JOHNSON,1012200.0,SCOTCH WHISKIES,260,DIAGEO AMERICAS,4626,BUCHANAN'S 12 YR DELUXE SCOTCH,12,750,20.99,31.49,12,404.88,9.0,2.38
INV-12195600001,2018-05-21,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,77,POLK,1012200.0,SCOTCH WHISKIES,260.0,DIAGEO AMERICAS,4626,BUCHANAN'S 12 YR DELUXE SCOTCH,12,750,20.99,31.49,12,404.88,9.0,2.38
INV-03360700018,2017-02-20,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,52,JOHNSON,1012200.0,SCOTCH WHISKIES,260,DIAGEO AMERICAS,4626,BUCHANAN'S 12 YR DELUXE SCOTCH,12,750,20.99,31.49,12,404.88,9.0,2.38
S16495200004,2013-12-26,4928,SHOP N SAVE / 6TH AVE,1829 6TH AVE,DES MOINES,50314,77,POLK,1012200.0,SCOTCH WHISKIES,260,DIAGEO AMERICAS,4626,BUCHANAN'S 12 YR DELUXE SCOTCH,12,750,21.0,31.5,12,378.0,9.0,2.38
S28866600115,2015-11-04,2625,HY-VEE WINE AND SPIRITS #2,3301 W KIMBERLY RD,DAVENPORT,52804,82,SCOTT,1012200.0,SCOTCH WHISKIES,260,DIAGEO AMERICAS,4626,BUCHANAN'S 12 YR DELUXE SCOTCH,12,750,21.99,32.99,12,395.88,9.0,2.38
INV-00185200096,2016-09-07,3820,"CHARLIE'S WINE AND SPIRITS,",507 W 19TH ST,SIOUX CITY,51103,97,WOODBURY,1012200.0,SCOTCH WHISKIES,260,DIAGEO AMERICAS,4626,BUCHANAN'S 12 YR DELUXE SCOTCH,12,750,20.99,31.49,12,404.88,9.0,2.38
S05123500005,2012-04-18,4302,SHOP N SAVE / DES MOINES,1829 6TH AVE,DES MOINES,50314,77,POLK,1012200.0,SCOTCH WHISKIES,260,DIAGEO AMERICAS,4626,BUCHANAN'S 12 YR DELUXE SCOTCH,12,750,20.0,29.99,12,359.88,9.0,2.38
INV-00342600036,2016-09-15,3447,SAM'S CLUB 6432 / SIOUX CITY,4201 S. YORK ST.,SIOUX CITY,51106,97,WOODBURY,1012200.0,SCOTCH WHISKIES,260,DIAGEO AMERICAS,4626,BUCHANAN'S 12 YR DELUXE SCOTCH,12,750,20.99,31.49,12,404.88,9.0,2.38
S04586000029,2012-03-15,4057,TEQUILA'S LIQUOR STORE,1434 DES MOINES ST STE 5,DES MOINES,50316,77,POLK,1012200.0,SCOTCH WHISKIES,260,DIAGEO AMERICAS,4626,BUCHANAN'S 12 YR DELUXE SCOTCH,12,750,20.0,29.99,12,359.88,9.0,2.38
S24621600013,2015-03-19,4864,CLINTON LIQUOR & CONVENIENCE STORE,1641 S BLUFF BLVD,CLINTON,52733,23,CLINTON,1012200.0,SCOTCH WHISKIES,260,DIAGEO AMERICAS,4626,BUCHANAN'S 12 YR DELUXE SCOTCH,12,750,21.5,32.25,12,387.0,9.0,2.38
S31783900055,2016-04-13,4057,TEQUILA'S LIQUOR STORE,1434 DES MOINES ST STE 5,DES MOINES,50316,77,POLK,1012200.0,SCOTCH WHISKIES,260,DIAGEO AMERICAS,4626,BUCHANAN'S 12 YR DELUXE SCOTCH,12,750,21.99,32.99,12,395.88,9.0,2.38
INV-00269400002,2016-09-13,4970,JEFF'S MARKET / WEST LIBERTY,"200, E 3RD ST",WEST LIBERTY,52776,70,MUSCATINE,1012200.0,SCOTCH WHISKIES,260,DIAGEO AMERICAS,4626,BUCHANAN'S 12 YR DELUXE SCOTCH,12,750,20.99,31.49,12,404.88,9.0,2.38
INV-09091500002,2017-12-07,2528,HY-VEE FOOD STORE #3 / DES MOINES,3221 SE 14TH ST,DES MOINES,50315,77,POLK,1012200.0,SCOTCH WHISKIES,260,DIAGEO AMERICAS,4626,BUCHANAN'S 12 YR DELUXE SCOTCH,12,750,20.99,31.49,12,404.88,9.0,2.38
INV-01942600027,2016-12-05,4794,SMOKIN' JOE'S #17 TOBACCO AND LIQUOR OUTLET,110 S ROOSEVELT HWY 61,BURLINGTON,52601,29,DES MOINES,1012200.0,SCOTCH WHISKIES,260,DIAGEO AMERICAS,4626,BUCHANAN'S 12 YR DELUXE SCOTCH,12,750,20.99,31.49,12,404.88,9.0,2.38
INV-08144200039,2017-10-20,5144,SAM'S CLUB 6979 / ANKENY,4625 SE DELAWARE AVE,ANKENY,50021,77,POLK,1012200.0,SCOTCH WHISKIES,260,DIAGEO AMERICAS,4626,BUCHANAN'S 12 YR DELUXE SCOTCH,12,750,20.99,31.49,12,404.88,9.0,2.38
S29619400028,2015-12-15,3629,WAL-MART 1965 / COUNCIL BLUFFS,3200 MANAWA DR,COUNCIL BLUFFS,51503,78,POTTAWATTAMIE,1012200.0,SCOTCH WHISKIES,370,PERNOD RICARD USA/AUSTIN NICHOLS,4716,CHIVAS REGAL 12 YR,12,750,18.49,27.74,12,332.88,9.0,2.38
S12587700023,2013-06-04,2624,HY-VEE #2 / DUBUQUE,2395 NW ARTERIAL RD,DUBUQUE,52002,31,DUBUQUE,1012200.0,SCOTCH WHISKIES,370,PERNOD RICARD USA/AUSTIN NICHOLS,4716,CHIVAS REGAL 12 YR,12,750,17.25,26.24,12,314.88,9.0,2.38
INV-01958200003,2016-12-05,2661,HY-VEE FOOD STORE / SHELDON,1989 PARK ST,SHELDON,51201,71,O'BRIEN,1012200.0,SCOTCH WHISKIES,370,PERNOD RICARD USA,4716,CHIVAS REGAL 12 YR,12,750,18.49,27.74,12,332.88,9.0,2.38
S07326200014,2012-08-27,4209,WAL-MART 5748 / GRIMES,2150 EAST 1ST ST,GRIMES,50111,77,POLK,1012200.0,SCOTCH WHISKIES,370,PERNOD RICARD USA/AUSTIN NICHOLS,4716,CHIVAS REGAL 12 YR,12,750,18.0,26.99,12,323.88,9.0,2.38
INV-01538700015,2016-11-11,2607,HY-VEE WINE AND SPIRITS / SHENANDOAH,520 SO FREMONT,SHENANDOAH,51601,73,PAGE,1012200.0,SCOTCH WHISKIES,370.0,PERNOD RICARD USA,4716,CHIVAS REGAL 12 YR,12,750,18.49,27.74,12,332.88,9.0,2.38
S18409800078,2014-04-14,2603,HY-VEE WINE AND SPIRITS / BETTENDORF,2890 DEVILS GLEN ROAD,BETTENDORF,52722,82,SCOTT,1012200.0,SCOTCH WHISKIES,370,PERNOD RICARD USA/AUSTIN NICHOLS,4716,CHIVAS REGAL 12 YR,12,750,18.49,27.74,12,332.88,9.0,2.38
S07254600038,2012-08-22,2501,HY-VEE  #2 / AMES,640 LINCOLNWAY,AMES,50010,85,STORY,1012200.0,SCOTCH WHISKIES,370,PERNOD RICARD USA/AUSTIN NICHOLS,4716,CHIVAS REGAL 12 YR,12,750,18.0,26.99,12,323.88,9.0,2.38
S05176700027,2012-04-23,2623,HY-VEE FOOD STORE #4 / SIOUX CITY,2827 HAMILTON BLVD,SIOUX CITY,51104,97,WOODBURY,1012200.0,SCOTCH WHISKIES,305,MHW LTD,4796,CUTTY SARK SCOTCH,12,750,11.9,17.85,12,214.2,9.0,2.38
INV-08607200039,2017-11-13,2670,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241,52,JOHNSON,1012200.0,SCOTCH WHISKIES,266,EDRINGTON GROUP USA LLC,4796,CUTTY SARK SCOTCH,12,750,10.02,15.03,12,180.36,9.0,2.38
S14480300020,2013-09-11,2623,HY-VEE FOOD STORE #4 / SIOUX CITY,2827 HAMILTON BLVD,SIOUX CITY,51104,97,WOODBURY,1012200.0,SCOTCH WHISKIES,305,MHW LTD,4796,CUTTY SARK SCOTCH,12,750,11.9,17.85,12,214.2,9.0,2.38
INV-09551200138,2018-01-02,2588,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,4035 MT VERNON RD SE,CEDAR RAPIDS,52403,57,LINN,1012200.0,SCOTCH WHISKIES,266,EDRINGTON GROUP USA LLC,4796,CUTTY SARK SCOTCH,12,750,10.02,15.03,12,180.36,9.0,2.38
S10492300051,2013-02-07,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,64,MARSHALL,1012200.0,SCOTCH WHISKIES,305,MHW LTD,4796,CUTTY SARK SCOTCH,12,750,9.9,15.85,12,190.2,9.0,2.38
INV-04131000097,2017-04-03,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,52,JOHNSON,1012300.0,SINGLE MALT SCOTCH,260,DIAGEO AMERICAS,4846,DALWHINNIE 15 YR SINGLE MALT SCOTCH,12,750,34.49,51.74,12,620.88,9.0,2.38
S15356800064,2013-10-30,3354,SAM'S CLUB 8238 / DAVENPORT,3845 ELMORE AVE.,DAVENPORT,52807,82,SCOTT,1012210.0,SINGLE MALT SCOTCH,260,DIAGEO AMERICAS,4846,DALWHINNIE 15 YR SINGLE MALT SCOTCH,12,750,33.0,49.5,12,594.0,9.0,2.38
S33470700011,2016-07-20,5278,CROSSROADS FO SPENCER,"1001, GRAND AVE",SPENCER,51301,,,1012200.0,SCOTCH WHISKIES,35,"BACARDI U.S.A., INC.",4866,DEWARS WHITE LABEL SCOTCH,12,750,13.5,20.25,12,243.0,9.0,2.38
S10382300006,2013-02-04,4161,FAREWAY STORES #950 / IOWA CITY,2530 WESTWINDS DR,IOWA CITY,52246,52,JOHNSON,1012200.0,SCOTCH WHISKIES,35,"BACARDI U.S.A., INC.",4866,DEWARS WHITE LABEL SCOTCH,12,750,13.73,20.59,12,247.08,9.0,2.38
S30802600109,2016-02-17,2622,HY-VEE FOOD STORE / IOWA CITY,1125 N DODGE ST,IOWA CITY,52240,52,JOHNSON,1012200.0,SCOTCH WHISKIES,35,"BACARDI U.S.A., INC.",4866,DEWARS WHITE LABEL SCOTCH,12,750,13.73,20.6,12,247.2,9.0,2.38
S26353100002,2015-06-23,2524,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001,31,DUBUQUE,1012200.0,SCOTCH WHISKIES,35,"BACARDI U.S.A., INC.",4866,DEWARS WHITE LABEL SCOTCH,12,750,13.73,20.6,12,247.2,9.0,2.38
INV-09103300025,2017-12-08,4708,NO FRILLS SUPERMARKETS #803 / GLENWOOD,423 SHARP ST,GLENWOOD,51534,65,MILLS,1012200.0,SCOTCH WHISKIES,35,BACARDI USA INC,4866,DEWARS WHITE LABEL SCOTCH,12,750,13.5,20.25,12,243.0,9.0,2.38
S30692800007,2016-02-11,5106,BARNES FOOD LAND,622 10TH  ST,DEWITT,52742,23,CLINTON,1012200.0,SCOTCH WHISKIES,35,"BACARDI U.S.A., INC.",4866,DEWARS WHITE LABEL SCOTCH,12,750,13.73,20.6,12,247.2,9.0,2.38
INV-02781500049,2017-01-18,2548,HY-VEE FOOD STORE / ALTOONA,100 8TH STREET SW,ALTOONA,50009,77,POLK,1012200.0,SCOTCH WHISKIES,35,BACARDI USA INC,4866,DEWARS WHITE LABEL SCOTCH,12,750,13.5,20.25,12,243.0,9.0,2.38
S22660700003,2014-12-01,2841,CVS PHARMACY #8532 / CEDAR RAPIDS,2711 MT VERNON RD,CEDAR RAPIDS,52403,57,LINN,1012200.0,SCOTCH WHISKIES,35,"BACARDI U.S.A., INC.",4866,DEWARS WHITE LABEL SCOTCH,12,750,12.73,19.6,12,235.2,9.0,2.38
INV-06425800018,2017-08-02,4864,CLINTON LIQUOR & CONVENIENCE STORE,1641 S BLUFF BLVD,CLINTON,52733.0,23,CLINTON,1012200.0,SCOTCH WHISKIES,35,BACARDI USA INC,4866,DEWARS WHITE LABEL SCOTCH,12,750,13.5,20.25,12,243.0,9.0,2.38
S10222800018,2013-01-24,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,52,JOHNSON,1012200.0,SCOTCH WHISKIES,35,"BACARDI U.S.A., INC.",4866,DEWARS WHITE LABEL SCOTCH,12,750,13.73,20.59,12,247.08,9.0,2.38
S16382500003,2013-12-19,2190,"CENTRAL CITY LIQUOR, INC.",1460 2ND AVE,DES MOINES,50314,77,POLK,1012200.0,SCOTCH WHISKIES,35,"BACARDI U.S.A., INC.",4866,DEWARS WHITE LABEL SCOTCH,12,750,12.73,19.59,12,235.08,9.0,2.38
S16927300035,2014-01-20,3838,SCHNUCKS / BETTENDORF,858 MIDDLE RD,BETTENDORF,52722,48,IOWA,1012200.0,SCOTCH WHISKIES,35,"BACARDI U.S.A., INC.",4866,DEWARS WHITE LABEL SCOTCH,12,750,13.73,20.59,12,247.08,9.0,2.38
INV-01530200082,2016-11-10,2521,HY-VEE FOOD AND DRUG / GRAND / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,77,POLK,1012200.0,SCOTCH WHISKIES,35.0,BACARDI USA INC,4866,DEWARS WHITE LABEL SCOTCH,12,750,13.5,20.25,12,243.0,9.0,2.38
INV-09272000001,2017-12-18,2579,HY-VEE FOOD STORE / GRINNELL,320 WEST STREET SOUTH,GRINNELL,50112,79,POWESHIEK,1012200.0,SCOTCH WHISKIES,35,BACARDI USA INC,4866,DEWARS WHITE LABEL SCOTCH,12,750,13.5,20.25,12,243.0,9.0,2.38
INV-04357200003,2017-04-13,2561,HY-VEE FOOD STORE / FLEUR / DSM,4605 FLEUR DRIVE,DES MOINES,50321,77,POLK,1012200.0,SCOTCH WHISKIES,35,BACARDI USA INC,4866,DEWARS WHITE LABEL SCOTCH,12,750,13.5,20.25,12,243.0,9.0,2.38
S04409100015,2012-03-06,2367,SPENCER'S GROCERY,101 SOUTH BURNETT,SHENANDOAH,51601,73,PAGE,1012200.0,SCOTCH WHISKIES,35,"BACARDI U.S.A., INC.",4866,DEWARS WHITE LABEL SCOTCH,12,750,12.73,19.59,12,235.08,9.0,2.38
S15984900053,2013-11-26,2599,HY-VEE WINE AND SPIRITS / CORALVILLE,1914 8TH STREET,CORALVILLE,52241,52,JOHNSON,1012200.0,SCOTCH WHISKIES,35,"BACARDI U.S.A., INC.",4866,DEWARS WHITE LABEL SCOTCH,12,750,13.73,20.59,12,247.08,9.0,2.38
INV-13480400199,2018-07-26,2648,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,77,POLK,1012200.0,SCOTCH WHISKIES,35.0,BACARDI USA INC,4866,DEWARS WHITE LABEL SCOTCH,12,750,13.5,20.25,12,243.0,9.0,2.38
S13572700017,2013-07-25,3769,WAL-MART 0753 / CEDAR FALL,525 BRANDILYNN BLVD,CEDAR FALLS,50613,7,BLACK HAWK,1012200.0,SCOTCH WHISKIES,35,"BACARDI U.S.A., INC.",4866,DEWARS WHITE LABEL SCOTCH,12,750,13.73,20.59,12,247.08,9.0,2.38
S07879500049,2012-09-24,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,52,JOHNSON,1012200.0,SCOTCH WHISKIES,35,"BACARDI U.S.A., INC.",4866,DEWARS WHITE LABEL SCOTCH,12,750,13.73,20.59,12,247.08,9.0,2.38
S32826300065,2016-06-13,2521,HY-VEE FOOD AND DRUG / GRAND / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,77,POLK,1012200.0,SCOTCH WHISKIES,35,"BACARDI U.S.A., INC.",4866,DEWARS WHITE LABEL SCOTCH,12,750,13.5,20.25,12,243.0,9.0,2.38
S05895600025,2012-06-05,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,77,POLK,1012200.0,SCOTCH WHISKIES,35,"BACARDI U.S.A., INC.",4866,DEWARS WHITE LABEL SCOTCH,12,750,13.73,20.59,12,247.08,9.0,2.38
S23189400059,2014-12-26,2588,HY-VEE FOOD AND DRUG #6 / CEDAR RAPI,4035 MT. VERNON ROAD S.E.,CEDAR RAPIDS,52403,57,LINN,1012200.0,SCOTCH WHISKIES,35,"BACARDI U.S.A., INC.",4866,DEWARS WHITE LABEL SCOTCH,12,750,12.73,19.6,12,235.2,9.0,2.38
S12577000042,2013-06-04,2641,HY-VEE DRUGSTORE / COUNCIL BLUFFS,757 W BROADWAY,COUNCIL BLUFFS,51501,78,POTTAWATTAMIE,1012200.0,SCOTCH WHISKIES,35,"BACARDI U.S.A., INC.",4866,DEWARS WHITE LABEL SCOTCH,12,750,13.73,20.59,12,247.08,9.0,2.38
S34116100004,2016-08-24,2621,HY-VEE FOOD STORE #3 / SIOUX CITY,3301 GORDON DR,SIOUX CITY,51105,97,WOODBURY,1012200.0,SCOTCH WHISKIES,35,"BACARDI U.S.A., INC.",4866,DEWARS WHITE LABEL SCOTCH,12,750,13.5,20.25,12,243.0,9.0,2.38
INV-10738000050,2018-03-06,3618,WAL-MART 2716 / CEDAR RAPIDS,3601 29TH AVE SW,CEDAR RAPIDS,52404,57,LINN,1012200.0,SCOTCH WHISKIES,35.0,BACARDI USA INC,4866,DEWARS WHITE LABEL SCOTCH,12,750,13.5,20.25,12,243.0,9.0,2.38
INV-05270300007,2017-06-01,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320.0,77,POLK,1012200.0,SCOTCH WHISKIES,35,BACARDI USA INC,4876,DEWARS 12YR,12,750,20.0,30.0,12,360.0,9.0,2.38
S19572400001,2014-06-17,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,64,MARSHALL,1012200.0,SCOTCH WHISKIES,305,MHW LTD,4936,FAMOUS GROUSE SCOTCH,12,750,13.0,19.5,12,234.0,9.0,2.38
S30320000079,2016-01-21,2663,HY-VEE / URBANDALE,8701 DOUGLAS,URBANDALE,50322,77,POLK,1012200.0,SCOTCH WHISKIES,305,MHW LTD,4936,FAMOUS GROUSE SCOTCH,12,750,12.03,18.05,12,216.6,9.0,2.38
S10960800049,2013-03-06,2535,HY-VEE FOOD STORE #1 / WDM,1700 VALLEY WEST DR,WEST DES MOINES,50265,77,POLK,1012200.0,SCOTCH WHISKIES,305,MHW LTD,4936,FAMOUS GROUSE SCOTCH,12,750,11.74,18.11,12,217.32,9.0,2.38
INV-02091200019,2016-12-12,3838,SCHNUCKS / BETTENDORF,858 MIDDLE RD,BETTENDORF,52722,48,IOWA,1012200.0,SCOTCH WHISKIES,266,EDRINGTON GROUP USA LLC,4936,FAMOUS GROUSE SCOTCH,12,750,12.03,18.05,12,216.6,9.0,2.38
S23702700018,2015-01-27,2578,HY-VEE / CHARLES CITY,901 KELLY ST,CHARLES CITY,50616,34,FLOYD,1012200.0,SCOTCH WHISKIES,305,MHW LTD,4936,FAMOUS GROUSE SCOTCH,12,750,12.03,18.05,12,216.6,9.0,2.38
INV-04656900023,2017-05-01,3494,SAM'S CLUB 6514 / WATERLOO,210 EAST TOWER PARK DR,WATERLOO,50702,7,BLACK HAWK,1012300.0,SINGLE MALT SCOTCH,240,WILLIAM GRANT & SONS INC,5006,GLENFIDDICH 12YR SPECIAL RESERVE,12,750,23.48,35.22,12,413.64,9.0,2.38
INV-12482200048,2018-06-05,2571,HY-VEE FOOD STORE #2 / WATERLOO,2181 LOGAN AVE,WATERLOO,50703,7,BLACK HAWK,1012300.0,SINGLE MALT SCOTCH,240.0,WILLIAM GRANT & SONS INC,5006,GLENFIDDICH 12YR SPECIAL RESERVE,12,750,23.48,35.22,12,422.64,9.0,2.38
INV-13403900060,2018-07-24,3385,SAM'S CLUB 8162 / CEDAR RAPIDS,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,57,LINN,1012300.0,SINGLE MALT SCOTCH,240.0,WILLIAM GRANT & SONS INC,5006,GLENFIDDICH 12YR SPECIAL RESERVE,12,750,23.48,35.22,12,422.64,9.0,2.38
INV-12403600019,2018-06-01,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,77,POLK,1012300.0,SINGLE MALT SCOTCH,240.0,WILLIAM GRANT & SONS INC,5006,GLENFIDDICH 12YR SPECIAL RESERVE,12,750,23.48,35.22,12,422.64,9.0,2.38
S12765400054,2013-06-12,2648,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,77,POLK,1012210.0,SINGLE MALT SCOTCH,240,"WILLIAM GRANT AND SONS, INC.",5006,GLENFIDDICH 12YR SPECIAL RESERVE,12,750,22.4,33.59,12,403.08,9.0,2.38
S11501900020,2013-04-08,2599,HY-VEE WINE AND SPIRITS / CORALVILLE,1914 8TH STREET,CORALVILLE,52241,52,JOHNSON,1012210.0,SINGLE MALT SCOTCH,240,"WILLIAM GRANT AND SONS, INC.",5006,GLENFIDDICH 12YR SPECIAL RESERVE,12,750,22.4,33.59,12,403.08,9.0,2.38
S05602800026,2012-05-22,3354,SAM'S CLUB 8238 / DAVENPORT,3845 ELMORE AVE.,DAVENPORT,52807,82,SCOTT,1012210.0,SINGLE MALT SCOTCH,240,"WILLIAM GRANT AND SONS, INC.",5006,GLENFIDDICH 12YR SPECIAL RESERVE,12,750,21.75,32.62,12,391.44,9.0,2.38
S32790700048,2016-06-15,3524,SAM'S CLUB 6568 / AMES,305 AIRPORT RD,AMES,50010,85,STORY,1012210.0,SINGLE MALT SCOTCH,240,"WILLIAM GRANT AND SONS, INC.",5006,GLENFIDDICH 12YR SPECIAL RESERVE,12,750,22.98,34.47,12,413.64,9.0,2.38
S08694000047,2012-10-31,3385,SAM'S CLUB 8162 / CEDAR RAPIDS,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,57,LINN,1012210.0,SINGLE MALT SCOTCH,240,"WILLIAM GRANT AND SONS, INC.",5006,GLENFIDDICH 12YR SPECIAL RESERVE,12,750,20.75,31.62,12,379.44,9.0,2.38
INV-02168400064,2016-12-15,3354,SAM'S CLUB 8238 / DAVENPORT,3845 ELMORE AVE.,DAVENPORT,52807,82,SCOTT,1012300.0,SINGLE MALT SCOTCH,240,WILLIAM GRANT & SONS INC,5006,GLENFIDDICH 12YR SPECIAL RESERVE,12,750,23.48,35.22,12,413.64,9.0,2.38
S09599100073,2012-12-19,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,77,POLK,1012210.0,SINGLE MALT SCOTCH,240,"WILLIAM GRANT AND SONS, INC.",5006,GLENFIDDICH 12YR SPECIAL RESERVE,12,750,21.75,32.62,12,391.44,9.0,2.38
S11882600084,2013-04-25,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,77,POLK,1012210.0,SINGLE MALT SCOTCH,240,"WILLIAM GRANT AND SONS, INC.",5006,GLENFIDDICH 12YR SPECIAL RESERVE,12,750,22.4,33.59,12,403.08,9.0,2.38
S18626800020,2014-04-30,3354,SAM'S CLUB 8238 / DAVENPORT,3845 ELMORE AVE.,DAVENPORT,52807,82,SCOTT,1012210.0,SINGLE MALT SCOTCH,240,"WILLIAM GRANT AND SONS, INC.",5012,GLENFIDDICH 18 YR ANCIENT RESERVE,12,750,47.77,71.66,12,859.92,9.0,2.38
S09469500022,2012-12-13,2647,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,57,LINN,1012210.0,SINGLE MALT SCOTCH,240.0,"WILLIAM GRANT AND SONS, INC.",5014,GLENFIDDICH 15 YR SOLERA RESERVA,12,750,30.29,45.44,12,545.28,9.0,2.38
INV-07055700023,2017-09-05,5124,PRICE CHOPPER  /  JOHNSTON,5440 NW  86TH ST,JOHNSTON,50131.0,77,POLK,1012300.0,SINGLE MALT SCOTCH,240,WILLIAM GRANT & SONS INC,5014,GLENFIDDICH 15 YR SOLERA RESERVA,12,750,32.51,48.77,12,576.0,9.0,2.38
S28321700185,2015-10-06,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,77,POLK,1012210.0,SINGLE MALT SCOTCH,370,PERNOD RICARD USA/AUSTIN NICHOLS,5036,GLENLIVET 12 YR MALT SCOTCH,12,750,22.98,34.47,12,413.64,9.0,2.38
S25770500005,2015-05-20,4463,CASEY'S GENERAL STORE #3031 / GARNER,145 US HWY 18 W,GARNER,50438,41,HANCOCK,1012210.0,SINGLE MALT SCOTCH,370,PERNOD RICARD USA/AUSTIN NICHOLS,5036,GLENLIVET 12 YR MALT SCOTCH,12,750,22.49,33.74,12,404.88,9.0,2.38
INV-05635500001,2017-06-21,2566,HY-VEE FOOD STORE / KNOXVILLE,813 N LINCOLN STE 1,KNOXVILLE,50138.0,63,MARION,1012300.0,SINGLE MALT SCOTCH,370,PERNOD RICARD USA,5036,GLENLIVET 12YR,12,750,23.98,35.97,12,422.64,9.0,2.38
INV-08920800018,2017-11-30,3540,SUPER TARGET T-0533 / DAVENPORT,5225 ELMORE AVE,DAVENPORT,52807,82,SCOTT,1012300.0,SINGLE MALT SCOTCH,370,PERNOD RICARD USA,5036,GLENLIVET 12YR,12,750,23.98,35.97,12,422.64,9.0,2.38
S25445000053,2015-05-05,3390,OKOBOJI AVENUE LIQUOR,1610 OKOBOJI AVENUE,MILFORD,51351,30,DICKINSON,1012210.0,SINGLE MALT SCOTCH,370,PERNOD RICARD USA/AUSTIN NICHOLS,5036,GLENLIVET 12 YR MALT SCOTCH,12,750,22.49,33.74,12,404.88,9.0,2.38
INV-03707500006,2017-03-09,2561,HY-VEE FOOD STORE / FLEUR / DSM,4605 FLEUR DRIVE,DES MOINES,50321,77,POLK,1012300.0,SINGLE MALT SCOTCH,370,PERNOD RICARD USA,5036,GLENLIVET 12YR,12,750,23.98,35.97,12,422.64,9.0,2.38
S18057500005,2014-03-25,3719,WAL-MART 0581 / MARSHALLTOWN,2802 S CENTER ST,MARSHALLTOWN,50158,64,MARSHALL,1012210.0,SINGLE MALT SCOTCH,370,PERNOD RICARD USA/AUSTIN NICHOLS,5036,GLENLIVET 12 YR MALT SCOTCH,12,750,21.32,32.36,12,388.32,9.0,2.38
INV-11990200014,2018-05-09,5096,WALGREENS #11710 / NORTH LIBERTY,625 PACHA PARKWAY,NORTH LIBERTY,52317,52,JOHNSON,1012300.0,SINGLE MALT SCOTCH,370.0,PERNOD RICARD USA,5036,GLENLIVET 12YR,12,750,23.98,35.97,12,422.64,9.0,2.38
S04729300015,2012-03-26,3866,TARGET STORE T-1170 / AMES,320 S DUFF,AMES,50010,85,STORY,1012210.0,SINGLE MALT SCOTCH,370,PERNOD RICARD USA/AUSTIN NICHOLS,5036,GLENLIVET 12 YR MALT SCOTCH,12,750,20.42,31.0,12,372.0,9.0,2.38
INV-06332000038,2017-07-27,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158.0,64,MARSHALL,1012200.0,SCOTCH WHISKIES,240,WILLIAM GRANT & SONS INC,5106,GRANT'S BLENDED SCOTCH,12,750,10.5,15.75,12,189.0,9.0,2.38
S33758800002,2016-08-04,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,64,MARSHALL,1012200.0,SCOTCH WHISKIES,240,"WILLIAM GRANT AND SONS, INC.",5106,GRANT'S BLENDED SCOTCH,12,750,10.5,15.75,12,189.0,9.0,2.38
S28293700008,2015-10-06,2233,FORBES LIQUOR LOCKER / REMI,2508 ENTERPRISE AVE,SPIRIT LAKE,51360,30,DICKINSON,1012200.0,SCOTCH WHISKIES,240,"WILLIAM GRANT AND SONS, INC.",5106,GRANT'S BLENDED SCOTCH,12,750,10.5,15.75,12,189.0,9.0,2.38
